Transaction_ID,Date,Customer_Age,Product_Category,Country,Units_Sold,Unit_Price,Shipping_Cost,Rating,Total_Revenue
5037,2024-01-02 13:00:00,66.0,electronics,usa ,1,332.7668099954293,51.05391570859246,3.0043569415244473,332.9170788479204
5038,2024-01-02 14:00:00,44.0,Clothing,U.S.A.,6,254.1159010620381,15.048996154936365,2.52335837373651,1544.8761250866444
5039,2024-01-02 15:00:00,76.0,Clothing, USA,10,282.1281399594393,31.402591023089112,2.032974418917033,2819.6553277012713
5040,2024-01-02 16:00:00,,Toys, USA,1,362.40887135340927,89.57987334029687,2.4839980735728635,383.0306328379627
5041,2024-01-02 17:00:00,45.0,Clothing,usa ,6,121.94282325233638,57.24889950726553,2.8558904476418414,726.930434473738
5042,2024-01-02 18:00:00,77.0,Clothing,Germany,1,498.2036188678035,44.274574641521326,1.0,512.1008469943818
5043,2024-01-02 19:00:00,33.0,Books,U.S.A.,6,487.64864945192375,11.90480480487704,4.155893524501332,2929.3218421335932
5044,2024-01-02 20:00:00,32.0,Books,U.S.A.,3,328.6595863099991,72.84154510321903,4.337645026708264,1011.9270399102489
5045,2024-01-02 21:00:00,79.0,Electronic,united states,8,107.77580095528111,71.7708282226231,2.2210113754966234,840.0511847000325
5046,2024-01-02 22:00:00,79.0,Clothing,U.S.A.,6,343.3118387913327,63.33414266239354,2.1382452188175156,2042.4131669815988
5047,2024-01-02 23:00:00,64.0,Home,Canada,1,45.377220399796165,53.47495139096168,1.9141451564708147,72.85155466967197
5048,2024-01-03 00:00:00,79.0,Clothing, USA,5,25.019726080844972,46.209518209700406,2.195352757656065,114.09965400192955
5049,2024-01-03 01:00:00,68.0,Clothing,Canada,8,136.2646153704947,61.36075383385927,2.798173751955922,1080.0698725928198
5050,2024-01-03 02:00:00,61.0,ELECTRONICS,UK,3,236.685248802265,27.172567914198638,2.3200080373736474,696.9198926242971
5051,2024-01-03 03:00:00,72.0,Home,united states,6,435.4535276501065,94.41961109687654,1.9142141318558592,2629.947855248645
5052,2024-01-03 04:00:00,69.0,Clothing,Canada,5,366.3128441854909,60.93548027212181,1.5829228964752289,1812.7623567290777
5053,2024-01-03 05:00:00,74.0,Home,Canada,6,373.92619538799073,34.56328221366577,2.540443145326666,2243.8939285121096
5054,2024-01-03 06:00:00,20.0,Books,united states,10,218.49173387955693,47.71958583408994,3.744106427015532,2180.9330114688614
5055,2024-01-03 07:00:00,54.0,Books,UK,1,179.50814634801182,81.54005494330477,3.0674853361818846,195.05588010057835
5056,2024-01-03 08:00:00,68.0,Home,Germany,7,191.8089938624553,20.35352576937826,1.8015854059421437,1334.2077171022124
5057,2024-01-03 09:00:00,24.0,Clothing,Canada,9,493.9482862306683,32.81938413372474,3.7460735902217444,4451.763664762714
5058,2024-01-03 10:00:00,38.0,Home,U.S.A.,2,29.653503792116418,69.55326215997276,2.662635859719296,41.73876498357379
5059,2024-01-03 11:00:00,26.0,Home,France,10,434.8454330999998,34.971474615811275,4.092296936014503,4382.563446580156
5060,2024-01-03 12:00:00,56.0,Books,united states,5,293.55095020047276,80.28765977683926,2.067707442701048,1464.160866132558
5061,2024-01-03 13:00:00,35.0,Home, USA,10,224.92155540289932,17.393081281849277,3.778209726636902,2249.3470063022737
5062,2024-01-03 14:00:00,21.0,Toys, USA,4,365.3762536034169,77.45518619318781,5.0,1486.3263297964256
5063,2024-01-03 15:00:00,42.0,Toys,UK,6,248.4677812981044,11.493412910803793,3.499753663219444,1482.0065961740481
5064,2024-01-03 16:00:00,77.0,Books,Germany,6,437.9773866600137,6.196298203412004,,2652.875055104161
5065,2024-01-03 17:00:00,31.0,Clothing,usa ,2,451.3439133655167,90.3312342890554,3.4588633732609235,896.515759118964
5066,2024-01-03 18:00:00,67.0,Clothing, USA,2,216.64325416799315,60.22722560856837,1.509529600000326,443.3619810933052
5067,2024-01-03 19:00:00,75.0,Books,Canada,4,145.64562064517528,38.42355522324709,1.236492205885861,573.9922579783116
5068,2024-01-03 20:00:00,26.0,Clothing,France,1,300.2516610107475,27.09649051156579,4.167449730622348,279.9111143335765
5069,2024-01-03 21:00:00,43.0,electronics,usa ,9,457.0580393521786,63.604149409777534,4.711474343862152,4119.741269427716
5070,2024-01-03 22:00:00,70.0,Toys,Germany,7,113.22447261277662,53.35520743599013,1.1689426432242795,802.1698593041893
5071,2024-01-03 23:00:00,19.0,Electronic,united states,7,315.2536259461066,99.2017886753486,4.859831559081212,2187.037095487852
5072,2024-01-04 00:00:00,37.0,electronics,UK,3,319.46450784533505,98.40551873210585,3.300017331979733,953.7876487523745
5073,2024-01-04 01:00:00,45.0, Elect. ,Canada,3,369.2253809834877,65.32733378345291,3.1380984744745186,1125.6875273735168
5074,2024-01-04 02:00:00,64.0,Books,usa ,1,74.4681657123573,47.0726980800596,1.6709900443668313,83.46994997430646
5075,2024-01-04 03:00:00,77.0, Elect. ,UK,3,360.7542326942234,51.658392067792896,2.0895691620197696,1076.3344730559093
5076,2024-01-04 04:00:00,24.0,Home,France,3,455.42593512616406,69.83551129250189,4.278037433522439,1357.3149198539754
5077,2024-01-04 05:00:00,,Clothing,U.S.A.,4,98.04472334641856,14.64958170236123,2.993726775347083,421.4025582626959
5078,2024-01-04 06:00:00,78.0,Books,usa ,4,126.39622921270005,36.193447012018225,1.6876225970162806,483.8809358037573
5079,2024-01-04 07:00:00,25.0,Home,U.S.A.,3,485.9835960804034,12.150862895342367,3.2841880114115627,1457.0628096250812
5080,2024-01-04 08:00:00,64.0,Home,united states,10,98.67870682764999,11.969272154107358,2.848271397987607,964.8166151710907
5081,2024-01-04 09:00:00,52.0,Toys,UK,8,428.6486957510938,23.604727979952205,1.8934996838451597,3448.9117856814146
5082,2024-01-04 10:00:00,31.0,Toys,usa ,8,251.21614965953705,51.099059186356556,3.015048658541794,2009.6223430931714
5083,2024-01-04 11:00:00,34.0,Home,UK,1,131.14322645755675,79.55356051046499,3.341398659934182,133.81583772909826
5084,2024-01-04 12:00:00,53.0,Toys, USA,7,436.6674516235306,51.12210966075789,2.398072229023832,3098.2055460091283
5085,2024-01-04 13:00:00,67.0,Clothing,France,2,228.1995749513061,36.87027800328262,2.8480106826907408,447.4970597665663
5086,2024-01-04 14:00:00,57.0,Clothing,U.S.A.,1,262.2605034255482,12.823534081992022,2.564421806624818,288.4891421364262
5087,2024-01-04 15:00:00,21.0,Toys,united states,3,186.0243510058852,57.27807470239731,5.0,552.2120743015328
5088,2024-01-04 16:00:00,19.0, Elect. , USA,4,300.5459172031144,30.77051571590179,4.2660412607070235,1198.6809819486841
5089,2024-01-04 17:00:00,79.0,Home,Germany,6,90.12669756666115,63.41874690212901,1.7088231845053174,580.3328142492759
5090,2024-01-04 18:00:00,23.0,Clothing,U.S.A.,10,201.62995295936275,97.83283521757974,4.587021155756103,2013.8831739347024
5091,2024-01-04 19:00:00,71.0,Toys,united states,5,485.0120379442909,15.574860540367265,2.298032708538525,2404.444618657026
5092,2024-01-04 20:00:00,59.0,Toys,Germany,4,136.4853820235525,25.15191287858429,2.317536912792081,550.1703099161047
5093,2024-01-04 21:00:00,,Clothing,Germany,8,331.8009656252332,49.9439811194406,4.261072555607553,2651.8166726243603
5094,2024-01-04 22:00:00,71.0,Clothing,Germany,4,169.3431314701005,97.0183124578633,1.8009347103670783,682.87896350641
5095,2024-01-04 23:00:00,46.0,ELECTRONICS,united states,10,389.0018315864343,78.32192874564959,2.373793804851598,3888.0143489644265
5096,2024-01-05 00:00:00,35.0,Toys, USA,2,74.12809375199141,90.33177335046886,3.7080490683658516,181.4893567470543
5097,2024-01-05 01:00:00,43.0,Toys,UK,3,485.2123120884869,36.70291060520033,3.15815787246186,1463.9879738479997
5098,2024-01-05 02:00:00,61.0,Books,united states,6,232.35687527798322,99.24365500896648,2.740036447038777,1378.016782252012
5099,2024-01-05 03:00:00,51.0, Elect. ,usa ,8,125.66472703976734,14.769117526094952,2.9956505855298343,1007.1860183484965
5100,2024-01-05 04:00:00,27.0,Clothing,united states,8,46.0134061917062,10.032426074379579,4.818190901726594,356.11280217114404
5101,2024-01-05 05:00:00,79.0,Clothing,France,9,93.18137349289496,86.28224957013268,1.5850442376042833,834.9166537985104
5102,2024-01-05 06:00:00,53.0,Home,U.S.A.,7,264.68923479244864,93.0901626696637,2.568897151889868,1839.1680328886382
5103,2024-01-05 07:00:00,31.0,Clothing,UK,2,175.13155645133028,13.605608966879666,3.9788486110828925,381.8698907507509
5104,2024-01-05 08:00:00,48.0,Toys,U.S.A.,8,416.15284928247866,15.775605540854942,3.462083620438582,3318.852025032156
5105,2024-01-05 09:00:00,65.0,Clothing,UK,7,221.13488659428492,8.151544986798513,1.3633962961054766,1558.2576714399063
5106,2024-01-05 10:00:00,32.0,Toys,UK,8,131.86999356793865,14.92821845105879,3.5423757405912046,1050.1077572153597
5107,2024-01-05 11:00:00,25.0,Toys,U.S.A.,3,312.4010434359747,24.894882596026683,3.9029116320573243,919.8269327193323
5108,2024-01-05 12:00:00,31.0,ELECTRONICS,usa ,7,356.32083627386845,97.15727879645009,4.15549510143875,2497.210593460572
5109,2024-01-05 13:00:00,40.0,Clothing,UK,10,91.85053487146543,68.44672111276964,3.763643269845975,924.5157262709398
5110,2024-01-05 14:00:00,77.0, Elect. , USA,9,92.13341598127566,78.9625374242615,1.7006138639174473,837.5801418227986
5111,2024-01-05 15:00:00,,Toys,UK,3,27.968999197436055,78.73324335069461,1.0,44.57371027419402
5112,2024-01-05 16:00:00,79.0,Clothing,UK,10,370.83698738216384,55.83200622902539,1.0,3689.847188116602
5113,2024-01-05 17:00:00,57.0,Clothing,Canada,6,335.2642185346845,80.76145288273663,2.5305340892714394,2025.9486319934356
5114,2024-01-05 18:00:00,38.0, Elect. ,usa ,2,242.5691291174088,61.601715577047116,3.349265288320763,471.2841537956857
5115,2024-01-05 19:00:00,33.0, Elect. ,usa ,2,423.64351999490657,34.88187927231897,3.8526851894180014,850.3312007444648
5116,2024-01-05 20:00:00,62.0,Toys,UK,5,404.7783749455261,58.30546033299807,2.165300918782262,2005.0215042991986
5117,2024-01-05 21:00:00,35.0,Toys,usa ,5,296.82363855440855,55.683315682778776,4.515821233074519,1495.0922093044194
5118,2024-01-05 22:00:00,64.0,Clothing,France,7,435.45292745149675,83.22804010713546,1.153029207576739,3062.139536100411
5119,2024-01-05 23:00:00,70.0,Clothing,France,2,110.86219291801645,98.2640856512576,2.151313815764907,232.7030344286184
5120,2024-01-06 00:00:00,41.0,Books,united states,7,64.84061350488666,44.0490437149884,3.8640052030817365,469.37264671951056
5121,2024-01-06 01:00:00,43.0,Books, USA,5,142.17730964332492,77.52211445192917,3.7007692291792,734.3450503901175
5122,2024-01-06 02:00:00,42.0,Home,united states,6,37.97255948376428,14.477485383622687,3.793636494000592,210.22424492845104
5123,2024-01-06 03:00:00,77.0,Toys,France,8,270.2730687205057,78.79898009758742,2.115557954195467,2150.3544707967753
5124,2024-01-06 04:00:00,77.0,Home,usa ,10,468.93678922453114,40.28460663935705,1.348010056696388,4702.831045799868
5125,2024-01-06 05:00:00,77.0,Home,U.S.A.,4,29.278334927569727,8.742065474520233,1.0992581215115214,134.06663628784113
5126,2024-01-06 06:00:00,62.0,ELECTRONICS,UK,7,69.83385786491313,39.508386963406835,1.3826591636526637,478.72186075081305
5127,2024-01-06 07:00:00,58.0,electronics,usa ,6,231.5775238588833,63.01106133755626,2.4186985831601526,1378.306852173416
5128,2024-01-06 08:00:00,46.0,Books, USA,10,467.59875858867343,16.328765929739326,2.8112334380225725,4666.204383537777
5129,2024-01-06 09:00:00,32.0,Home,U.S.A.,2,164.91649143860775,92.78327678087419,4.480804406828569,305.7565584165563
5130,2024-01-06 10:00:00,62.0,Books,Canada,8,258.5450562573123,12.378879260919664,2.2562209449244324,2049.289282325887
5131,2024-01-06 11:00:00,18.0,Toys, USA,10,30.370700934692128,93.35063838415078,4.084797131386221,284.99761967146895
5132,2024-01-06 12:00:00,42.0,Clothing,Canada,9,82.68816847142354,72.17806420389022,,739.7820391357274
5133,2024-01-06 13:00:00,24.0,ELECTRONICS,Germany,5,493.44876024983495,36.32265666434934,5.0,2471.306348986684
5134,2024-01-06 14:00:00,26.0,Toys,Canada,10,482.9081612536623,42.121283032363856,4.188956842504211,4835.583705011259
5135,2024-01-06 15:00:00,41.0,Toys,UK,4,12.42059065786071,75.37688964961069,3.0592477683630284,42.053928832307626
5136,2024-01-06 16:00:00,18.0,Electronic,usa ,6,476.3877748573871,62.1397545837147,4.6620209038860105,2851.0668424001096
5137,2024-01-06 17:00:00,61.0,Electronic, USA,8,323.1687695295952,68.8060775382198,3.3984445780825356,2587.20507866403
5138,2024-01-06 18:00:00,25.0,Home,united states,3,435.27996431481085,41.9706385687806,4.055159678850222,1283.399674587191
5139,2024-01-06 19:00:00,41.0,Books,Canada,10,232.82252926059095,51.3422807717219,3.7935053547240987,2342.6169005871557
5140,2024-01-06 20:00:00,28.0,Toys,U.S.A.,1,262.64205400383264,99.03741098359987,4.693230518665162,281.9228331890467
5141,2024-01-06 21:00:00,68.0,Home, USA,4,249.5348243258909,25.32267269747318,1.1542880540750469,988.755587738243
5142,2024-01-06 22:00:00,34.0,Home,U.S.A.,4,336.76348619759113,44.69633771960248,3.4807937906652304,1341.0774024001328
5143,2024-01-06 23:00:00,25.0,Toys,U.S.A.,1,78.42911483059332,32.72320281952689,4.780543314079432,97.07879820327086
5144,2024-01-07 00:00:00,52.0,Toys,Canada,9,24.687059037612197,77.68559349178574,2.550348280448747,220.33775747366127
5145,2024-01-07 01:00:00,52.0,Clothing,Canada,3,160.88567137968354,77.58119943824347,3.1073126996336415,491.48069582832505
5146,2024-01-07 02:00:00,50.0,Books,usa ,5,355.2935737409569,32.78231879475261,2.620759200437595,1775.0832877977728
5147,2024-01-07 03:00:00,76.0,Toys,UK,6,108.9081915402447,12.732080080133375,1.4772240482440366,676.7937600686722
5148,2024-01-07 04:00:00,22.0,ELECTRONICS,usa ,8,339.9818923292095,6.086104283859385,4.116318097196447,2727.2063330574483
5149,2024-01-07 05:00:00,59.0,Clothing,Canada,6,485.25690259256254,45.60780065803612,2.8683350768479157,2919.7562521341633
5150,2024-01-07 06:00:00,56.0,Books,Germany,3,56.01135073681501,43.98207146189824,2.8007900570997966,176.52865029144883
5151,2024-01-07 07:00:00,75.0,ELECTRONICS,U.S.A.,6,339.57503793031185,98.89703847078698,1.7994297225055098,2029.1235215369554
5152,2024-01-07 08:00:00,58.0,electronics, USA,1,227.43760745923987,49.63119719127956,3.853747618929417,220.48902040540185
5153,2024-01-07 09:00:00,45.0,Books,Canada,4,435.38970464497766,29.35974510966496,4.1198487035600335,1753.0975031733103
5154,2024-01-07 10:00:00,24.0,Clothing,France,6,96.8033968292191,89.6667968979894,3.30937818972311,582.7165734168188
5155,2024-01-07 11:00:00,26.0,ELECTRONICS,Canada,7,349.38671659082064,51.65145521708995,3.978295163390726,2428.042851018568
5156,2024-01-07 12:00:00,25.0,Home,Germany,10,420.67649192757403,61.921685345004896,5.0,4234.861485645111
5157,2024-01-07 13:00:00,29.0,Books,UK,3,472.8609675422714,14.088527490680205,3.762704984655979,1433.2539806362709
5158,2024-01-07 14:00:00,51.0,Books,Canada,9,344.79153386192644,41.37705869632853,3.9938729929375727,3103.688199615013
5159,2024-01-07 15:00:00,50.0,Toys,Canada,7,253.6156343641294,94.70124907500974,2.78683659256587,1771.2069258219062
5160,2024-01-07 16:00:00,65.0,Clothing,U.S.A.,1,312.7451476985948,61.003011496665415,2.1330012147267183,315.72528556154606
5161,2024-01-07 17:00:00,72.0,Home,Canada,2,435.76344239457194,37.72767623853386,2.331785679567906,879.2896862765053
5162,2024-01-07 18:00:00,40.0,Home,Canada,1,289.59877585302655,64.43838216000134,3.454896412496082,259.10376481797584
5163,2024-01-07 19:00:00,79.0,Toys,UK,9,24.889659251450063,91.48905350992104,1.797312319787143,255.69217890533687
5164,2024-01-07 20:00:00,41.0, Elect. ,usa ,9,466.1648607984191,31.029107044896055,4.237474349653819,4183.635482548268
5165,2024-01-07 21:00:00,54.0,electronics, USA,7,347.86810800546493,52.98608825471407,3.179400466987884,2435.0481715434235
5166,2024-01-07 22:00:00,52.0,Home,UK,10,341.4915590308508,96.07561212161676,2.97076606607485,3415.438593550195
5167,2024-01-07 23:00:00,61.0,Clothing,UK,3,115.68082467488142,21.377633613353,3.2867634208587964,376.99522730497705
5168,2024-01-08 00:00:00,57.0,ELECTRONICS,France,5,332.85388041400205,73.36807293168759,3.0883437379375493,1662.9475444549098
5169,2024-01-08 01:00:00,39.0,Books,U.S.A.,4,202.99355877053765,63.375695779283326,3.1832284184513258,835.801844497455
5170,2024-01-08 02:00:00,44.0,Toys,usa ,7,329.1041587503311,69.5691374583603,4.290037616722009,2309.8300232942347
5171,2024-01-08 03:00:00,52.0,Clothing,U.S.A.,9,62.230584850915456,38.36586491341912,3.221182796025089,545.6469907251499
5172,2024-01-08 04:00:00,18.0,ELECTRONICS,UK,2,332.34419925548764,34.818540480957665,4.493161615565069,666.7090105325174
5173,2024-01-08 05:00:00,52.0,Home,U.S.A.,8,499.71272562762664,69.9999187058952,1.8895912077070263,3995.9241741952897
5174,2024-01-08 06:00:00,54.0,Toys,France,9,33.62389904167245,25.47661208493181,2.111211809967666,286.35403410148865
5175,2024-01-08 07:00:00,,Electronic,U.S.A.,10,488.81535026844546,44.86720076160549,3.1500674551999683,4893.519344226538
5176,2024-01-08 08:00:00,31.0,Home,Germany,10,209.3849007542066,22.87659137502721,4.819832625985225,2094.1805487898137
5177,2024-01-08 09:00:00,20.0,electronics,UK,9,436.66919066525696,5.788959906716325,4.5426420343666205,3938.369041569191
5178,2024-01-08 10:00:00,18.0,Toys,Germany,10,393.36888718855397,97.1554492036166,3.7148779120122564,3936.5891635795147
5179,2024-01-08 11:00:00,22.0,Books, USA,7,287.83796788346723,46.01178297235981,3.8565123731746973,2005.0992317290595
5180,2024-01-08 12:00:00,43.0,Books,Canada,9,371.84011253315,97.0882133698834,2.538115823975211,3358.086022682705
5181,2024-01-08 13:00:00,72.0,Home,usa ,9,440.47262503766046,18.33073437794348,1.0699443700431197,3954.887651135141
5182,2024-01-08 14:00:00,31.0,Books,usa ,3,208.02875760900616,60.799844048461175,4.963401184468453,577.5912149852695
5183,2024-01-08 15:00:00,56.0,Toys,united states,4,170.24624916598697,24.09253311516776,3.729958954207237,682.9147908832612
5184,2024-01-08 16:00:00,44.0,Home,UK,2,337.1207589261565,80.0570420615111,2.739576423217215,665.9304119438032
5185,2024-01-08 17:00:00,26.0,Electronic,U.S.A.,10,405.8445115512167,79.45178393229264,4.1956325120512,4064.177073078117
5186,2024-01-08 18:00:00,,Clothing,France,3,383.5197160405417,15.697679158734621,3.2576019200340984,1180.542224160721
5187,2024-01-08 19:00:00,32.0,ELECTRONICS,U.S.A.,5,400.9286879407309,91.64612302325698,3.8923809767499566,2035.0595351008756
5188,2024-01-08 20:00:00,43.0,Toys,united states,5,223.43582425833716,23.48981648430634,4.169651941684548,1114.7022774583581
5189,2024-01-08 21:00:00,59.0,Home,U.S.A.,6,410.7387659257606,63.23284745098923,3.089359525401507,2452.034867985873
5190,2024-01-08 22:00:00,77.0,electronics,UK,7,68.90243713159813,98.63519390833189,2.0543313827486434,491.08730914995573
5191,2024-01-08 23:00:00,30.0,Home, USA,7,276.7996580008163,88.82767080280456,3.902910131368568,1932.0442221277187
5192,2024-01-09 00:00:00,68.0,Books,Germany,1,12.82174364407957,95.87357321331106,2.730983557998182,18.698391479283707
5193,2024-01-09 01:00:00,49.0,Clothing,Canada,2,169.04705665113244,37.54688326572135,3.3733343732916654,328.18120186886205
5194,2024-01-09 02:00:00,56.0,Toys,France,9,189.56615208698497,15.02968601084902,2.90195779065786,1709.8557550232058
5195,2024-01-09 03:00:00,66.0, Elect. ,united states,10,204.12461888853514,22.89295296249776,2.1422953309001076,2029.0665766009492
5196,2024-01-09 04:00:00,69.0,Clothing,usa ,2,350.7789312780325,52.54701503227831,2.209186469757333,719.321663796537
5197,2024-01-09 05:00:00,78.0,Toys,UK,6,200.3934696224694,80.3568194359656,1.7441257889346633,1193.5111523735272
5198,2024-01-09 06:00:00,49.0,Toys,Germany,1,229.85987508504002,19.264596197468144,2.7792841774628694,239.77641312106456
5199,2024-01-09 07:00:00,21.0,Books,U.S.A.,3,126.39662412842046,67.67449556477192,4.062541733136367,360.2183631374786
5200,2024-01-09 08:00:00,47.0,Home,Germany,2,192.89337789837663,35.73987238375363,2.6515465198348047,397.5043636459136
5201,2024-01-09 09:00:00,54.0,Home,usa ,3,121.36211735894422,37.41419687725458,2.333568444103203,349.59059103780965
5202,2024-01-09 10:00:00,40.0,Clothing,UK,5,45.86600264653738,67.882184365003,3.4059485622274743,233.24766533730454
5203,2024-01-09 11:00:00,56.0,Books,U.S.A.,10,305.68981075687515,49.36494485565592,2.523657550502209,3072.2461221689714
5204,2024-01-09 12:00:00,62.0,Toys,united states,6,337.42427129195795,82.14316283746942,2.089633126698722,2021.545884273396
5205,2024-01-09 13:00:00,32.0,Books,usa ,9,313.5502695447111,19.81225841796857,3.552609262632417,2806.514922241211
5206,2024-01-09 14:00:00,60.0,Books,Germany,10,237.11208146228046,80.04508562786866,2.645940013058158,2378.5730022298435
5207,2024-01-09 15:00:00,46.0,Clothing,France,4,196.09503228782262,11.102348565454982,3.888803723587153,771.7654081664923
5208,2024-01-09 16:00:00,53.0,Home,U.S.A.,7,433.0334882901944,23.435118623332475,2.8445421594632756,3025.1707340434023
5209,2024-01-09 17:00:00,30.0,Books,Germany,6,264.35007471674686,67.33422287780071,3.9618345999796154,1590.0823881929173
5210,2024-01-09 18:00:00,49.0,Books,Canada,2,244.79912003856816,86.21793736855176,2.582556653643315,510.0083806187519
5211,2024-01-09 19:00:00,24.0,Books,UK,10,22.564612245153487,29.00456463523816,4.188465094104646,226.0444227585269
5212,2024-01-09 20:00:00,76.0,ELECTRONICS, USA,8,177.21143553681662,36.08320255374673,2.2951681703046845,1418.0343469422098
5213,2024-01-09 21:00:00,68.0,Books,Canada,7,196.29585320506996,56.026471087240296,2.6187305517544863,1385.1336658398325
5214,2024-01-09 22:00:00,39.0,Books,united states,7,205.42316263948123,25.099416616483722,4.0339868721371674,1438.7177169264635
5215,2024-01-09 23:00:00,45.0,Toys,U.S.A.,8,294.2844609213928,82.05984485081304,3.717934414609921,2363.8086403686357
5216,2024-01-10 00:00:00,19.0,ELECTRONICS,Canada,1,271.46524789617047,78.49548127554728,4.768366277782417,287.64325108711466
5217,2024-01-10 01:00:00,59.0,Books,Germany,1,307.87349546878784,18.802712636749256,2.7506035817414975,302.9574382147678
5218,2024-01-10 02:00:00,62.0,Books,Canada,8,384.79279815564286,49.06382452258005,2.522375163342387,3029.217225736441
5219,2024-01-10 03:00:00,79.0,Clothing,France,4,408.3630119708858,78.60863783218903,1.3415573599737427,1621.1831414797612
5220,2024-01-10 04:00:00,74.0,Clothing,Germany,5,361.88030735098226,37.046305454824406,1.8418496993077544,1827.531766917441
